From	To	Species	Gene Name
100578824	GB54250	Apis mellifera	zinc finger protein ZIC 4-like(LOC100578824)
100578821	GB55749	Apis mellifera	uncharacterized LOC100578821(LOC100578821)
100578822	GB40932	Apis mellifera	uncharacterized LOC100578822(LOC100578822)
100578820	GB44766	Apis mellifera	coadhesin-like(LOC100578820)
412515	GB48511	Apis mellifera	phospholipase B1, membrane-associated-like(LOC412515)
412516	GB50704	Apis mellifera	spindle assembly abnormal protein 6 homolog(LOC412516)
412513	GB51361	Apis mellifera	uncharacterized LOC412513(LOC412513)
413844	GB41844	Apis mellifera	ATP-binding cassette sub-family G member 5(LOC413844)
413845	GB52497	Apis mellifera	mitochondrial import receptor subunit TOM20 homolog(LOC413845)
412511	GB53180	Apis mellifera	importin subunit alpha-3(LOC412511)
413842	GB49364	Apis mellifera	splicing factor U2af 38 kDa subunit(LOC413842)
100577507	GB49237	Apis mellifera	uncharacterized LOC100577507(LOC100577507)
412521	GB49222	Apis mellifera	m7GpppN-mRNA hydrolase(LOC412521)
413852	GB47567	Apis mellifera	nitrilase and fragile histidine triad fusion protein NitFhit(LOC413852)
100577506	GB43639	Apis mellifera	uncharacterized LOC100577506(LOC100577506)
100578834	GB44310	Apis mellifera	zinc finger protein 616-like(LOC100578834)
100577504	GB46630	Apis mellifera	uncharacterized LOC100577504(LOC100577504)
100577501	GB51589	Apis mellifera	nuclear pore membrane glycoprotein 210(LOC100577501)
100578833	GB49811	Apis mellifera	putative leucine-rich repeat-containing protein DDB_G0290503(LOC100578833)
412528	GB54835	Apis mellifera	eyes absent homolog 4(LOC412528)
412529	GB47575	Apis mellifera	tyrosine-protein phosphatase corkscrew(LOC412529)
412526	GB54601	Apis mellifera	protein disulfide-isomerase A6(LOC412526)
413858	GB51482	Apis mellifera	uncharacterized LOC413858(LOC413858)
412524	GB14753	Apis mellifera	calcium release-activated calcium channel protein 1(LOC412524)
413855	GB53934	Apis mellifera	rho GTPase-activating protein 24-like(LOC413855)
412522	GB42922	Apis mellifera	pyruvate dehydrogenase E1 component subunit beta, mitochondrial-like(LOC412522)
412523	GB40938	Apis mellifera	out at first protein(LOC412523)
413854	GB48487	Apis mellifera	xylosyltransferase oxt(LOC413854)
100577519	GB51720	Apis mellifera	alpha-(1,3)-fucosyltransferase 10(LOC100577519)
412531	GB44519	Apis mellifera	nitrogen permease regulator 3-like protein(LOC412531)
100577516	GB45983	Apis mellifera	venom acid phosphatase Acph-1-like(LOC100577516)
411201	GB44279	Apis mellifera	discoidin domain-containing receptor 2(LOC411201)
411200	GB44366	Apis mellifera	tryptophan 5-hydroxylase 1(LOC411200)
100577515	GB54745	Apis mellifera	uncharacterized LOC100577515(LOC100577515)
100577513	GB41202	Apis mellifera	uncharacterized LOC100577513(LOC100577513)
100577510	GB40966	Apis mellifera	uncharacterized LOC100577510(LOC100577510)
100578842	GB42588	Apis mellifera	uncharacterized LOC100578842(LOC100578842)
411207	GB14998	Apis mellifera	CCAAT/enhancer-binding protein(LOC411207)
411206	GB44205	Apis mellifera	proteasome subunit beta type-5-like(LOC411206)
100577520	GB43124	Apis mellifera	uncharacterized protein C19orf47 homolog(LOC100577520)
411209	GB44017	Apis mellifera	uncharacterized LOC411209(LOC411209)
413868	GB40777	Apis mellifera	60S ribosomal protein L10a(LOC413868)
413869	GB43466	Apis mellifera	retinol dehydrogenase 11-like(LOC413869)
411202	GB44209	Apis mellifera	1,5-anhydro-D-fructose reductase-like(LOC411202)
412536	GB46970	Apis mellifera	leukocyte elastase inhibitor(LOC412536)
413867	GB40779	Apis mellifera	transaldolase(LOC413867)
411204	GB44208	Apis mellifera	WD repeat-containing protein 37(LOC411204)
413873	GB45755	Apis mellifera	S phase cyclin A-associated protein in the endoplasmic reticulum(LOC413873)
100577527	GB50477	Apis mellifera	uncharacterized LOC100577527(LOC100577527)
412543	GB44422	Apis mellifera	uncharacterized LOC412543(LOC412543)
413874	GB46847	Apis mellifera	probable ATP-dependent RNA helicase DDX31(LOC413874)
411212	GB44276	Apis mellifera	discoidin domain-containing receptor 2-like(LOC411212)
412540	GB52895	Apis mellifera	carcinine transporter(LOC412540)
100577525	GB51525	Apis mellifera	synergin gamma-like(LOC100577525)
412541	GB49870	Apis mellifera	long-chain-fatty-acid--CoA ligase 6(LOC412541)
100578854	GB51011	Apis mellifera	uncharacterized LOC100578854(LOC100578854)
413870	GB11411	Apis mellifera	suppressor of hairless protein(LOC413870)
100578852	GB54242	Apis mellifera	ribonucleases P/MRP protein subunit POP1(LOC100578852)
100577521	GB47429	Apis mellifera	uncharacterized LOC100577521(LOC100577521)
100578853	GB49864	Apis mellifera	probable transcriptional regulatory protein mhp472(LOC100578853)
100577522	GB55312	Apis mellifera	uncharacterized LOC100577522(LOC100577522)
100577530	GB49794	Apis mellifera	uncharacterized LOC100577530(LOC100577530)
100578860	GB42890	Apis mellifera	zinc finger protein 512B-like(LOC100578860)
552603	GB46895	Apis mellifera	KDEL motif-containing protein 1-like(LOC552603)
552602	GB53247	Apis mellifera	transmembrane emp24 domain-containing protein-like(LOC552602)
552601	GB46928	Apis mellifera	lys-63-specific deubiquitinase BRCC36-like(LOC552601)
552600	GB40261	Apis mellifera	gamma-interferon-inducible-lysosomal thiol reductase(LOC552600)
552607	GB44432	Apis mellifera	probable DNA-directed RNA polymerase III subunit RPC6(LOC552607)
552605	GB44293	Apis mellifera	lisH domain and HEAT repeat-containing protein KIAA1468 homolog(LOC552605)
552604	GB51874	Apis mellifera	SLIT-ROBO Rho GTPase-activating protein 1-like(LOC552604)
100577537	GB46629	Apis mellifera	uncharacterized LOC100577537(LOC100577537)
100578865	GB44629	Apis mellifera	uncharacterized LOC100578865(LOC100578865)
552608	GB49640	Apis mellifera	uncharacterized LOC552608(LOC552608)
100578864	GB42083	Apis mellifera	uncharacterized LOC100578864(LOC100578864)
100577533	GB51602	Apis mellifera	uncharacterized LOC100577533(LOC100577533)
100577541	GB53776	Apis mellifera	uncharacterized LOC100577541(LOC100577541)
413805	GB41266	Apis mellifera	H/ACA ribonucleoprotein complex subunit 4(LOC413805)
413802	GB51273	Apis mellifera	pleckstrin homology domain-containing family M member 2(LOC413802)
413803	GB40809	Apis mellifera	GABA-gated ion channel(Grd)
413809	GB48187	Apis mellifera	mitogen-activated protein kinase kinase kinase 7(LOC413809)
413807	GB41305	Apis mellifera	replication factor C subunit 1(LOC413807)
100576217	GB50987	Apis mellifera	adenylate cyclase type 10-like(LOC100576217)
100576216	GB48619	Apis mellifera	zinc finger protein 1 homolog(LOC100576216)
100578879	GB44172	Apis mellifera	protein CASC3(LOC100578879)
100577548	GB44075	Apis mellifera	tubulin beta chain-like(LOC100577548)
100576212	GB40189	Apis mellifera	odorant receptor 13a-like(LOC100576212)
100578877	GB52773	Apis mellifera	uncharacterized LOC100578877(LOC100578877)
100577546	GB41849	Apis mellifera	C1GALT1-specific chaperone 1-like protein(LOC100577546)
100577543	GB40142	Apis mellifera	fez family zinc finger protein 1-like(LOC100577543)
100578875	GB46027	Apis mellifera	beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase(LOC100578875)
413815	GB40886	Apis mellifera	CCA tRNA nucleotidyltransferase 1, mitochondrial-like(LOC413815)
100576220	GB41411	Apis mellifera	homeobox protein rough-like(LOC100576220)
100578883	GB55002	Apis mellifera	uncharacterized LOC100578883(LOC100578883)
100577552	GB48567	Apis mellifera	trithorax group protein osa(LOC100577552)
413816	GB47278	Apis mellifera	sodium-independent sulfate anion transporter-like(LOC413816)
100577553	GB44012	Apis mellifera	protein ARV1(LOC100577553)
413813	GB51867	Apis mellifera	ubiquitin carboxyl-terminal hydrolase isozyme L5(LOC413813)
100576222	GB46056	Apis mellifera	heart- and neural crest derivatives-expressed protein 1(LOC100576222)
100578881	GB47484	Apis mellifera	histone H3.3-like type 1(LOC100578881)
413814	GB47889	Apis mellifera	transcription elongation factor SPT5(LOC413814)
100576221	GB49500	Apis mellifera	zinc finger protein 26(LOC100576221)
100577551	GB50247	Apis mellifera	eukaryotic translation initiation factor 5B-like(LOC100577551)
413812	GB49087	Apis mellifera	formin-binding protein 1-like(LOC413812)
413810	GB49086	Apis mellifera	folylpolyglutamate synthase, mitochondrial(LOC413810)
413817	GB41220	Apis mellifera	inositol-trisphosphate 3-kinase A(LOC413817)
100576227	GB49354	Apis mellifera	uncharacterized protein MAL13P1.304-like(LOC100576227)
100576224	GB49982	Apis mellifera	carbonic anhydrase 2-like(LOC100576224)
100578888	GB53737	Apis mellifera	zinc finger protein 62 homolog(LOC100578888)
100576226	GB52806	Apis mellifera	uncharacterized protein C7orf50 homolog(LOC100576226)
100578885	GB43462	Apis mellifera	putative transcription factor capicua(LOC100578885)
100576225	GB43501	Apis mellifera	uncharacterized LOC100576225(LOC100576225)
100578886	GB47983	Apis mellifera	odorant receptor 46a-like(LOC100578886)
100578894	GB46174	Apis mellifera	isoaspartyl peptidase/L-asparaginase-like(LOC100578894)
413827	GB54045	Apis mellifera	ras-related protein Rab-40C(LOC413827)
100576233	GB51185	Apis mellifera	titin-like(LOC100576233)
100578892	GB51714	Apis mellifera	stimulator of interferon genes protein(LOC100578892)
100577561	GB42689	Apis mellifera	uncharacterized LOC100577561(LOC100577561)
413825	GB44557	Apis mellifera	probable ribonuclease ZC3H12C(LOC413825)
100578893	GB41312	Apis mellifera	uncharacterized LOC100578893(LOC100578893)
100577562	GB50442	Apis mellifera	probable LIM domain-containing serine/threonine-protein kinase DDB_G0286997(LOC100577562)
413822	GB45257	Apis mellifera	ubiquitin-conjugating enzyme E2 L3(LOC413822)
100578890	GB54240	Apis mellifera	uncharacterized LOC100578890(LOC100578890)
413821	GB42681	Apis mellifera	histone deacetylase complex subunit SAP130-A-like(LOC413821)
413829	GB49166	Apis mellifera	diuretic hormone receptor(LOC413829)
100577569	GB48269	Apis mellifera	uncharacterized LOC100577569(LOC100577569)
100578899	GB55480	Apis mellifera	muscle calcium channel subunit alpha-1(LOC100578899)
100576236	GB54153	Apis mellifera	uncharacterized LOC100576236(LOC100576236)
100576242	GB48948	Apis mellifera	protein MAATS1-like(LOC100576242)
100577574	GB53811	Apis mellifera	leucine-rich repeat-containing protein 4C-like(LOC100577574)
100577575	GB48064	Apis mellifera	28S ribosomal protein S15, mitochondrial(LOC100577575)
100577573	GB50907	Apis mellifera	uncharacterized LOC100577573(LOC100577573)
100576249	GB50777	Apis mellifera	uncharacterized LOC100576249(LOC100576249)
100576246	GB40187	Apis mellifera	odorant receptor 13a-like(LOC100576246)
100577578	GB48836	Apis mellifera	uncharacterized LOC100577578(LOC100577578)
100577579	GB40876	Apis mellifera	pleckstrin homology domain-containing family J member 1-like(LOC100577579)
100576248	GB50647	Apis mellifera	uncharacterized LOC100576248(LOC100576248)
100577576	GB41270	Apis mellifera	chondroitin proteoglycan-2-like(LOC100577576)
100576247	GB12765	Apis mellifera	frizzled 2(LOC100576247)
100577577	GB42287	Apis mellifera	peritrophin-1-like(LOC100577577)
100576253	GB52938	Apis mellifera	DNA ligase 1(LOC100576253)
100577585	GB40821	Apis mellifera	uncharacterized LOC100577585(LOC100577585)
100577584	GB46765	Apis mellifera	putative uncharacterized protein DDB_G0282133(LOC100577584)
100577582	GB40391	Apis mellifera	putative mannose 6-phosphate receptor-like protein C530.09c(LOC100577582)
100576251	GB41731	Apis mellifera	zinc finger protein 853-like(LOC100576251)
100577580	GB47162	Apis mellifera	ADP-ribosylation factor-like protein 13B(LOC100577580)
100577587	GB43839	Apis mellifera	cytospin-A-like(LOC100577587)
100576258	GB51566	Apis mellifera	uncharacterized LOC100576258(LOC100576258)
100577596	GB51781	Apis mellifera	uncharacterized LOC100577596(LOC100577596)
100576263	GB43299	Apis mellifera	uncharacterized LOC100576263(LOC100576263)
100576266	GB49355	Apis mellifera	uncharacterized LOC100576266(LOC100576266)
100577594	GB52674	Apis mellifera	uncharacterized LOC100577594(LOC100577594)
100576262	GB49503	Apis mellifera	uncharacterized LOC100576262(LOC100576262)
100577590	GB52379	Apis mellifera	odorant receptor 20(LOC100577590)
100576261	GB41391	Apis mellifera	zinc finger protein 569-like(LOC100576261)
100577598	GB50766	Apis mellifera	uncharacterized protein DDB_G0284459-like(LOC100577598)
100576271	GB42787	Apis mellifera	dentin sialophosphoprotein-like(LOC100576271)
100576270	GB46984	Apis mellifera	ribonuclease UK114(LOC100576270)
100576273	GB50166	Apis mellifera	putative uncharacterized protein DDB_G0282133(LOC100576273)
100576272	GB55918	Apis mellifera	tRNA-splicing endonuclease subunit Sen34(LOC100576272)
100576279	GB43230	Apis mellifera	low-density lipoprotein receptor-related protein 2(LOC100576279)
100576286	GB44925	Apis mellifera	26S proteasome non-ATPase regulatory subunit 6 pseudogene(LOC100576286)
100359410	GB51206	Apis mellifera	cytochrome c oxidase subunit VIc(Cox6c)
100576282	GB40184	Apis mellifera	odorant receptor Or2-like(LOC100576282)
100576284	GB52448	Apis mellifera	uncharacterized LOC100576284(LOC100576284)
100576289	GB55191	Apis mellifera	uncharacterized LOC100576289(LOC100576289)
100576296	GB52259	Apis mellifera	probable Xaa-Pro aminopeptidase 3(LOC100576296)
100576298	GB40270	Apis mellifera	uncharacterized LOC100576298(LOC100576298)
100576293	GB42492	Apis mellifera	zinc finger protein 182(LOC100576293)
100576291	GB40740	Apis mellifera	uncharacterized LOC100576291(LOC100576291)
100576290	GB55743	Apis mellifera	WD repeat-containing protein 78(LOC100576290)
726650	GB50162	Apis mellifera	uncharacterized LOC726650(LOC726650)
726651	GB50237	Apis mellifera	Fanconi anemia group I protein(LOC726651)
725320	GB55333	Apis mellifera	N-alpha-acetyltransferase 35, NatC auxiliary subunit(LOC725320)
725324	GB45177	Apis mellifera	uncharacterized LOC725324(LOC725324)
726656	GB52882	Apis mellifera	calcium-independent phospholipase A2-gamma-like(LOC726656)
725323	GB47307	Apis mellifera	probable ATP-dependent DNA helicase DDX11(LOC725323)
726657	GB41831	Apis mellifera	transcription cofactor vestigial-like protein 4(LOC726657)
726658	GB41916	Apis mellifera	uncharacterized LOC726658(LOC726658)
725328	GB42376	Apis mellifera	protein bud22-like(LOC725328)
725327	GB50436	Apis mellifera	nuclear receptor subfamily 2 group E member 1(LOC725327)
726653	GB46734	Apis mellifera	mitochondrial import inner membrane translocase subunit TIM14(LOC726653)
725326	GB53648	Apis mellifera	tRNA pseudouridine synthase-like 1(LOC725326)
726654	GB45658	Apis mellifera	T-box protein H15-like(LOC726654)
725325	GB46579	Apis mellifera	glucose-6-phosphate 1-dehydrogenase(LOC725325)
726655	GB51183	Apis mellifera	uncharacterized LOC726655(LOC726655)
551397	GB16303	Apis mellifera	28S ribosomal protein S18a, mitochondrial(LOC551397)
725318	GB51843	Apis mellifera	transmembrane protein 114(LOC725318)
551398	GB42977	Apis mellifera	DNA polymerase delta catalytic subunit(LOC551398)
726649	GB52745	Apis mellifera	thioredoxin domain-containing protein 15(LOC726649)
551391	GB55250	Apis mellifera	U1 small nuclear ribonucleoprotein 70 kDa(LOC551391)
725312	GB15711	Apis mellifera	dynein light chain D(LOC725312)
726646	GB48993	Apis mellifera	probable cytochrome P450 6a13(LOC726646)
551392	GB54741	Apis mellifera	U11/U12 small nuclear ribonucleoprotein 48 kDa protein-like(LOC551392)
725311	GB44016	Apis mellifera	longitudinals lacking protein-like(LOC725311)
726647	GB48946	Apis mellifera	uncharacterized LOC726647(LOC726647)
725310	GB52698	Apis mellifera	synaptobrevin-1(LOC725310)
726648	GB40120	Apis mellifera	fas apoptotic inhibitory molecule 1(LOC726648)
725317	GB53250	Apis mellifera	PHD finger protein 12(LOC725317)
551395	GB49784	Apis mellifera	acetyl-CoA acetyltransferase, cytosolic(LOC551395)
725316	GB47753	Apis mellifera	transmembrane protein 208(LOC725316)
726642	GB42751	Apis mellifera	DNA repair protein RAD50(LOC726642)
551396	GB49089	Apis mellifera	integrator complex subunit 4(LOC551396)
725315	GB54384	Apis mellifera	uncharacterized LOC725315(LOC725315)
726643	GB41801	Apis mellifera	formin-like protein 14(LOC726643)
551388	GB53230	Apis mellifera	adipokinetic hormone receptor(Akhr)
725309	GB40608	Apis mellifera	keratin-associated protein 19-2-like(LOC725309)
551386	GB51586	Apis mellifera	26S protease regulatory subunit 10B(LOC551386)
726638	GB42861	Apis mellifera	protein artemis(LOC726638)
726639	GB53332	Apis mellifera	oxidized low-density lipoprotein receptor 1(LOC726639)
726670	GB52741	Apis mellifera	RING finger protein 207-like(LOC726670)
726671	GB53166	Apis mellifera	uncharacterized LOC726671(LOC726671)
726673	GB40349	Apis mellifera	28S ribosomal protein S27, mitochondrial(LOC726673)
725341	GB55939	Apis mellifera	beta-1,3-galactosyltransferase 5(LOC725341)
725346	GB51844	Apis mellifera	sodium-dependent nutrient amino acid transporter 1(LOC725346)
725345	GB40731	Apis mellifera	ras-like protein family member 10B(LOC725345)
726679	GB52422	Apis mellifera	protein FAM98B(LOC726679)
551381	GB53946	Apis mellifera	uncharacterized LOC551381(LOC551381)
725343	GB47736	Apis mellifera	alkyldihydroxyacetonephosphate synthase(LOC725343)
551384	GB51866	Apis mellifera	autophagy-related protein 13(LOC551384)
551385	GB45859	Apis mellifera	frequenin-1(LOC551385)
725348	GB40028	Apis mellifera	DNA mismatch repair protein Msh2(LOC725348)
726676	GB48966	Apis mellifera	homeotic protein caudal(cad)
726677	GB54733	Apis mellifera	uncharacterized LOC726677(LOC726677)
551383	GB54837	Apis mellifera	protein MAK16 homolog A(LOC551383)
551378	GB54111	Apis mellifera	uncharacterized LOC551378(LOC551378)
551375	GB53721	Apis mellifera	receptor-type tyrosine-protein phosphatase N2(LOC551375)
551376	GB51707	Apis mellifera	activating signal cointegrator 1 complex subunit 1(LOC551376)
551379	GB54050	Apis mellifera	chitobiosyldiphosphodolichol beta-mannosyltransferase-like(LOC551379)
